"","date_long","year","id_no","country","region","source","latitude","longitude","magnitude_body","magnitude_surface","depth","yield_lower","yield_upper","purpose","name","type"
"1562",19800401,1980,80006,"FRANCE","MURUROA","ISC",-21.77,-138.88,5.1,0,0,0,20,"WR","BOROS","SHAFT/GR"
"1563",19800403,1980,80007,"USA","NTS","ISC",37.1,-116.1,4.7,0,0.417,20,150,"WR","LIPTAUER","SHAFT"
"1564",19800404,1980,80008,"USSR","SEMI KAZAKH","ISC",50,77.86,4.9,0,0,0.001,20,"WR",NA,"SHAFT"
"1565",19800404,1980,80009,"FRANCE","MURUROA","ISC",-22.1,-138.7,4.5,0,0,0,20,"WR","PELOPS","SHAFT/GR"
"1566",19800410,1980,80010,"USSR","SEMI KAZAKH","ISC",49.822,78.08,5,0,0,0.001,20,"WR",NA,"TUNNEL"
"1567",19800416,1980,80011,"USA","NTS","ISC",37.1,-116,5.3,4.2,0.579,20,150,"WR","PYRAMID","SHAFT"
"1568",19800425,1980,80012,"USSR","SEMI KAZAKH","ISC",49.96,78.81,5.5,0,0,0.001,20,"WR",NA,"SHAFT"
"1569",19800426,1980,80013,"UK","NTS","ISC",37.2,-116.4,5.4,4.2,0.633,20.6,150,"WE","COLWICK","SHAFT"
"1570",19800502,1980,80014,"USA","NTS","ISC",37.1,-116,4.4,0,0.351,6,20,"WE","CANFIELD","SHAFT"
"1571",19800522,1980,80015,"USSR","SEMI KAZAKH","ISC",49.75,78.11,5.5,0,0,0.001,20,"WR",NA,"TUNNEL"
"1572",19800522,1980,80016,"USA","NTS","ISC",37,-116,0,0,0.335,0,20,"WR","FLORA","SHAFT"
"1573",19800612,1980,80017,"USSR","SEMI KAZAKH","ISC",49.95,79.05,5.6,0,0,20,150,"WR",NA,"SHAFT"
"1574",19800612,1980,80018,"USA","NTS","ISC",37.3,-116.5,5.6,0,0.645,20,150,"WR","KASH","SHAFT"
"1575",19800616,1980,80019,"FRANCE","MURUROA","ISC",-21.83,-139,5.4,0,0,0,150,"WR","EURYPHYLE","SHAFT/GR"
"1576",19800616,1980,80052,"USSR","BASHKIR RUSS","MTM",0,0,0,0,0,3.2,3.2,"PNE","BUTAN","SHAFT"
"1577",19800621,1980,80050,"FRANCE","MURUROA","WTN",-22,-139,5,0,0,0,20,"WR","ILUS","SHAFT/GR"
"1578",19800624,1980,80020,"USA","NTS","ISC",37,-116,4.4,0,0.32,0,20,"WE","HURONKING","SHAFT"
"1579",19800625,1980,80053,"USSR","BASHKI RUSS","MTM",0,0,0,0,0,3.2,3.2,"PNE","BUTAN","SHAFT"
"1580",19800625,1980,80054,"USSR","SEMI KAZAKH","MTM",0,0,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1581",19800629,1980,80021,"USSR","SEMI KAZAKH","ISC",49.91,78.86,5.7,3.7,0,0.001,150,"WR",NA,"SHAFT"
"1582",19800706,1980,80022,"FRANCE","MURUROA","ISC",-21.75,-139,4.6,0,0,0,20,"WR","CHRYSES","SHAFT/GR"
"1583",19800709,1980,80055,"FRANCE","MURUROA","SPA",-22,-116,0,0,0,0,0,"SE","LEDA","SHAFT/GR"
"1584",19800719,1980,80024,"FRANCE","MURUROA","ISC",-21.86,-139,5.8,5.2,0,0,150,"WR","ASIOS","SHAFT/GR"
"1585",19800725,1980,80025,"USA","NTS","ISC",37.3,-116.5,5.5,4.2,0.68,20,150,"WR","TAFI","SHAFT"
"1586",19800731,1980,80026,"USSR","SEMI KAZAKH","ISC",49.81,78.14,5.3,0,0,0.001,20,"WR",NA,"TUNNEL"
"1587",19800731,1980,80027,"USA","NTS","ISC",37,-116,4.3,0,0.366,0,20,"WR","VERDELLO","SHAFT"
"1588",19800914,1980,80028,"USSR","SEMI KAZAKH","ISC",49.94,78.86,6.2,4.2,0,20,150,"WR",NA,"SHAFT"
"1589",19800925,1980,80030,"USSR","SEMI KAZAKH","ISC",49.81,78.08,4.7,0,0,0.001,20,"WE",NA,"TUNNEL"
"1590",19800925,1980,80031,"USA","NTS","ISC",37.1,-116,4.6,0,0.381,20,150,"WR","BONARDA","SHAFT"
"1591",19800925,1980,80032,"USA","NTS","ISC",37.1,-116.1,0,0,0.424,107,107,"WR","RIOLA","SHAFT"
"1592",19801008,1980,80035,"USSR","ASTRAK RUSS","ISC",46.79,48.29,5.2,3.7,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1593",19801011,1980,80036,"USSR","KZ RUSS","ISC",73.36,54.82,5.7,4,0,0.001,150,"WR",NA,"TUNNEL"
"1594",19801012,1980,80037,"USSR","SEMI KAZAKH","ISC",49.94,79.1,5.9,4.2,0,20,150,"WR",NA,"SHAFT"
"1595",19801016,1980,80038,"CHINA","LOP NOR","ISC",41.04,89.94,4.4,4.4,0,200,1000,"WR",NA,"ATMOSPH"
"1596",19801023,1980,80056,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1597",19801024,1980,80039,"UK","NTS","ISC",37.1,-116,4.4,0,0.427,0,20,"WR","DUTCHESE","SHAFT"
"1598",19801031,1980,80040,"USA","NTS","ISC",37.2,-116.2,4.7,0,0.39,0,20,"WE","MINERSIRON","TUNNEL"
"1599",19801101,1980,80041,"USSR","KRASNO RUSS","ISC",60.79,97.57,5.2,0,0,0.001,20,"PNE","BATOLIT","SHAFT"
"1600",19801114,1980,80042,"USA","NTS","ISC",37.1,-116,4.1,0,0.32,0,20,"WR","DAUPHIN","SHAFT"
"1601",19801125,1980,80043,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,5,"WR","LAERTE","SHAFT/GR"
"1602",19801203,1980,80044,"FRANCE","MURUROA","ISC",-21.87,-138.96,5.6,0,0,0,150,"WR","DIOMEDE","SHAFT/GR"
"1603",19801205,1980,80057,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1604",19801205,1980,80058,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1605",19801210,1980,80045,"USSR","TYUMEN RUSS","ISC",61.73,66.76,4.6,3.7,0,15,15,"PNE","ANGARA","SHAFT"
"1606",19801214,1980,80046,"USSR","SEMI KAZAKH","ISC",49.87,78.97,5.9,4.1,0,0.001,150,"WR",NA,"SHAFT"
"1607",19801217,1980,80047,"UK","NTS","ISC",37.3,-116.3,5.1,0,0.573,20,150,"WR","SERPA","SHAFT"
"1608",19801226,1980,80048,"USSR","SEMI KAZAKH","ISC",49.98,78.01,4.5,0,0,0.001,20,"WR",NA,"TUNNEL"
"1609",19801227,1980,80049,"USSR","SEMI KAZAKH","ISC",50.01,79.03,5.9,0,0,0.001,150,"WR",NA,"SHAFT"
"1610",19810115,1981,81001,"USA","NTS","ISC",37.1,-116,5.6,0,0.564,20,150,"WR","BASEBALL","SHAFT"
"1611",19810205,1981,81002,"USA","NTS","ISC",37,-116,0,0,0.354,0,20,"WR","CLAIRETTE","SHAFT"
"1612",19810225,1981,81003,"USA","NTS","ISC",37.2,-116.1,0,0,0.229,0,20,"WR","SECO","SHAFT"
"1613",19810227,1981,81004,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,5,"WR","BROTEAS","SHAFT/GR"
"1614",19810306,1981,81005,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,5,"WR","TYRO","SHAFT/GR"
"1615",19810325,1981,81050,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0,0.001,"SAM",NA,"TUNNEL"
"1616",19810328,1981,81006,"FRANCE","MURUROA","ISC",-21.67,-138.84,4.7,0,0,0,20,"WR","IPHICLES","SHAFT/GR"
"1617",19810329,1981,81007,"USSR","SEMI KAZAKH","ISC",49.98,79.02,5.6,0,0,0.001,20,"WR/FMS",NA,"SHAFT"
"1618",19810410,1981,81008,"FRANCE","MURUROA","ISC",-21.8,-138.9,4.8,0,0,0,20,"WR","CLYMENE","SHAFT/LG"
"1619",19810422,1981,81009,"USSR","SEMI KAZAKH","ISC",49.87,78.9,6,4.7,0,0.001,20,"WR",NA,"SHAFT"
"1620",19810430,1981,81010,"USA","NTS","ISC",37.2,-116,0,0,0.323,0,20,"WR","VIDE","SHAFT"
"1621",19810525,1981,81011,"USSR","ARKHAN RUSS","ISC",68.21,53.5,5.5,4.2,0,37.6,37.6,"PNE","PIRIT","SHAFT"
"1622",19810527,1981,81012,"USSR","SEMI KAZAKH","ISC",49.94,79.01,5.5,3.4,0,0.001,20,"WR",NA,"SHAFT"
"1623",19810529,1981,81013,"USA","NTS","UGS",37.102,-116.004,4.2,0,0.32,0,20,"WR","ALIGOTE","SHAFT"
"1624",19810604,1981,81014,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0,0.001,"SAM",NA,"TUNNEL"
"1625",19810606,1981,81015,"USA","NTS","ISC",37.3,-116.3,5.5,4.2,0,20,150,"WR","HARZER","SHAFT"
"1626",19810630,1981,81016,"USSR","SEMI KAZAKH","ISC",49.72,78.09,5.2,0,0,0.001,20,"WR",NA,"TUNNEL"
"1627",19810708,1981,81018,"FRANCE","MURUROA","ISC",-22.18,-138.73,5.3,0,0,0,20,"WR","LYNCEE","SHAFT/GR"
"1628",19810710,1981,81019,"USA","NTS","ISC",37.1,-116,0,0,0.341,0,20,"WR","NIZA","SHAFT"
"1629",19810711,1981,81020,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,5,"WR","ERYX","SHAFT/GR"
"1630",19810716,1981,81021,"USA","NTS","ISC",37.1,-116,0,0,0.204,0,20,"WR","PINEAU","SHAFT"
"1631",19810717,1981,81022,"USSR","SEMI KAZAKH","ISC",49.79,78.17,5.2,0,0,0.001,20,"WR",NA,"TUNNEL"
"1632",19810718,1981,81023,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,5,"WR","THERAS","SHAFT/GR"
"1633",19810803,1981,81024,"FRANCE","MURUROA","ISC",-21.89,-138.88,5.3,0,0,0,150,"WR","AGENOR","SHAFT/GR"
"1634",19810805,1981,81025,"USA","NTS","ISC",37.2,-116,0,0,0.2,0,20,"WR","HAVARTI","SHAFT"
"1635",19810814,1981,81026,"USSR","SEMI KAZAKH","ISC",49.75,78.07,5,0,0,0.001,20,"WR",NA,"TUNNEL"
"1636",19810827,1981,81027,"USA","NTS","ISC",37.2,-116.1,0,0,0.294,0,20,"WR","ISLAY","SHAFT"
"1637",19810902,1981,81028,"USSR","PERM RUSS","ISC",60.59,55.7,4.4,0,0,3.2,3.2,"PNE","GELIY","SHAFT"
"1638",19810904,1981,81029,"USA","NTS","ISC",37.1,-116,0,0,0.305,0,20,"WR","TREBBIANO","SHAFT"
"1639",19810913,1981,81030,"USSR","SEMI KAZAKH","ISC",49.89,78.98,6.1,4.9,0,20,150,"WR",NA,"SHAFT"
"1640",19810924,1981,81031,"USA","NTS","ISC",37,-116,0,0,0.213,0,20,"WR","CERNADA","SHAFT"
"1641",19810926,1981,81032,"USSR","ASTRAK RUSS","ISC",46.82,48.28,5.2,0,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1642",19810926,1981,81033,"USSR","ASTRAK RUSS","ISC",46.79,48.27,5.3,0,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1643",19811001,1981,81035,"USSR","NZ RUSS","ISC",73.32,54.55,6,3.8,0,0.001,150,"WR",NA,"TUNNEL"
"1644",19811001,1981,81036,"USA","NTS","ISC",37.1,-116,4.9,0,0.472,20,150,"WR","PALIZA","SHAFT"
"1645",19811016,1981,81051,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0,0.001,"SAM",NA,"TUNNEL"
"1646",19811018,1981,81037,"USSR","SEMI KAZAKH","ISC",49.88,78.89,6.1,4.7,0,0.001,150,"WR",NA,"SHAFT"
"1647",19811022,1981,81038,"USSR","KRASNO RUSS","ISC",63.79,97.54,5.1,0,0,8.5,8.5,"PNE","SHPAT","SHAFT"
"1648",19811106,1981,81052,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,5,"WR","LETO","SHAFT/GR"
"1649",19811111,1981,81039,"FRANCE","MURUROA","UGS",-21.917,-138.996,4.5,0,0,0,20,"WR","PROCLES","SHAFT/GR"
"1650",19811111,1981,81040,"USA","NTS","UGS",37.076,-116.068,4.8,0,0.445,20,150,"WR","TILCI","SHAFT"
"1651",19811112,1981,81041,"UK","NTS","UGS",37.108,-116.049,5.3,4.4,0.518,20,150,"WR","ROUSANNE","SHAFT"
"1652",19811120,1981,81042,"USSR","SEMI KAZAKH","UGS",49.736,78.183,4.9,0,0,0.001,20,"WR",NA,"TUNNEL"
"1653",19811129,1981,81043,"USSR","SEMI KAZAKH","UGS",49.86,78.857,5.6,4,0,0.001,20,"WR",NA,"SHAFT"
"1654",19811203,1981,81044,"USA","NTS","ISC",37.1,-116.1,4.6,0,0.494,20,150,"WR","AKAVI","SHAFT"
"1655",19811205,1981,81045,"FRANCE","MURUROA","ISC",-21.4,-139.4,4.6,0,0,0,20,"WR","CILIX","SHAFT/GR"
"1656",19811208,1981,81046,"FRANCE","MURUROA","ISC",-21.91,-138.88,5.2,0,0,0,20,"WR","CADMOS","SHAFT/LG"
"1657",19811216,1981,81047,"USA","NTS","ISC",37.1,-116.1,4.4,0,0.335,0,20,"WR","CABOA","SHAFT"
"1658",19811222,1981,81048,"USSR","SEMI KAZAKH","ISC",49.84,78.21,5.1,0,0,0.001,20,"WR",NA,"TUNNEL"
"1659",19811227,1981,81049,"USSR","SEMI KAZAKH","ISC",49.9,78.86,6.2,4.4,0,20,150,"WR",NA,"SHAFT"
"1660",19820128,1982,82001,"USA","NTS","ISC",37.1,-116.1,5.9,4.5,0.64,139,133,"WR","JORNADA","SHAFT"
"1661",19820212,1982,82002,"USA","NTS","ISC",37.2,-116.5,5.4,0,0.651,20,150,"WR","MOLBO","SHAFT"
"1662",19820212,1982,82003,"USA","NTS","ISC",37.3,-116.3,5.6,0,0.64,20,150,"WR","HOSTA","SHAFT"
"1663",19820219,1982,82004,"USSR","SEMI KAZAKH","ISC",49.83,78.12,5.4,0,0,0.001,20,"WR",NA,"TUNNEL"
"1664",19820220,1982,82055,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,5,"WR","AEROPE","SHAFT/GR"
"1665",19820224,1982,82056,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,5,"WR","DEIPHOBE","SHAFT/GR"
"1666",19820320,1982,82005,"FRANCE","MURUROA","ISC",-21.86,-139.03,4.9,5.2,0,0,20,"WR","RHESOS","SHAFT/LG"
"1667",19820323,1982,82057,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,5,"WR","EVENOS","SHAFT/GR"
"1668",19820331,1982,82058,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,0,"SE","AESON","SHAFT/GR"
"1669",19820417,1982,82006,"USA","NTS","ISC",37,-116,4.5,0,0.357,0,20,"WR","TENAJA","SHAFT"
"1670",19820425,1982,82007,"USSR","SEMI KAZAKH","ISC",49.87,78.92,6.1,4.6,0,20,150,"FMS",NA,"SHAFT"
"1671",19820425,1982,82008,"UK","NTS","ISC",37.3,-116.4,5.4,0,0.57,20,150,"WR","GIBNE","SHAFT"
"1672",19820506,1982,82009,"USA","NTS","ISC",37.1,-116.1,4.3,0,0.335,0,20,"WR","KRYDDOST","SHAFT"
"1673",19820507,1982,82010,"USA","NTS","ISC",37.1,-116,5.7,4.2,0.564,20,150,"WR","BOUSCHET","SHAFT"
"1674",19820616,1982,82012,"USA","NTS","UGS",37.114,-116.017,0,0,0.289,0,20,"WR","KESTI","SHAFT"
"1675",19820624,1982,82013,"USA","NTS","UGS",37.236,-116.37,5.6,4.5,0.64,20,150,"WR","NEBBIOLO","SHAFT"
"1676",19820625,1982,82014,"USSR","SEMI KAZAKH","UGS",49.795,78.158,4.9,0,0,0.001,20,"WE/WR",NA,"TUNNEL"
"1677",19820627,1982,82059,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,5,"WR","LAODICE","SHAFT/GR"
"1678",19820701,1982,82015,"FRANCE","MURUROA","UGS",-21.766,-139.05,5.2,0,0,0,150,"WR","ANTILOKOS","SHAFT/GR"
"1679",19820704,1982,82016,"USSR","SEMI KAZAKH","UGS",49.995,78.856,6.1,4.9,0,0.001,150,"WE",NA,"SHAFT"
"1680",19820721,1982,82018,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,5,"WR","PITANE","SHAFT/GR"
"1681",19820725,1982,82019,"FRANCE","MURUROA","UGS",-21.864,-138.943,5.6,0,0,0,150,"WR","LAIOS","SHAFT/LG"
"1682",19820729,1982,82020,"USA","NTS","UGS",37.102,-116.075,4.5,0,0.4,20,150,"WR","MONTEREY","SHAFT"
"1683",19820731,1982,82021,"USSR","IRKUTS RUSS","UGS",53.813,104.132,5.1,3.8,0,8.5,8.5,"PNE","RIFT","SHAFT"
"1684",19820805,1982,82023,"USA","NTS","UGS",37.084,-116.007,5.7,4.2,0.64,138,138,"WR","ATRISCO","SHAFT"
"1685",19820811,1982,82024,"USA","NTS","UGS",37.19,-116.048,0,0,0.216,0,20,"WR","QUESO","SHAFT"
"1686",19820823,1982,82025,"USSR","SEMI KAZAKH","UGS",49.747,77.971,4.7,0,0,0.001,20,"WR",NA,"TUNNEL"
"1687",19820831,1982,82027,"USSR","SEMI KAZAKH","UGS",49.92,78.812,5.4,3.5,0,0.001,20,"WR",NA,"SHAFT"
"1688",19820902,1982,82029,"USA","NTS","UGS",37.02,-116.016,0,0,0.229,0,20,"WR","CERRO","SHAFT"
"1689",19820904,1982,82031,"USSR","KRASNO RUSS","UGS",69.206,81.647,5.2,3.5,0,16,16,"PNE","RIFT","SHAFT"
"1690",19820921,1982,82033,"USSR","SEMI KAZAKH","UGS",49.854,78.216,5.2,0,0,0.001,20,"WR",NA,"TUNNEL"
"1691",19820923,1982,82034,"USA","NTS","UGS",37.212,-116.207,4.9,0,0,0,20,"WE","HURON LANDING","TUNNEL"
"1692",19820923,1982,82035,"USA","NTS","UGS",37.212,-116.207,4.9,0,0,0,20,"WE","DIAMOND ACE","TUNNEL"
"1693",19820923,1982,82036,"USA","NTS","UGS",37.175,-116.088,4.9,0,0.451,20,150,"WR","FRISCO","SHAFT"
"1694",19820925,1982,82037,"USSR","KRASNO RUSS","UGS",64.313,91.834,5.1,0,0,8.5,8.5,"PNE","RIFT","SHAFT"
"1695",19820929,1982,82038,"USA","NTS","UGS",37.091,-116.045,0,0,0.564,0,150,"WR","BORREGO","SHAFT"
"1696",19821005,1982,82060,"CHINA","LOP NOR","NRD",41.632,88.301,0,0,0,3,15,"WR",NA,"UG"
"1697",19821010,1982,82040,"USSR","JAKUTS RUSS","UGS",61.553,112.864,5.3,0,0,15,15,"PNE","NEVA","SHAFT"
"1698",19821011,1982,82041,"USSR","NZ RUSS","UGS",73.392,54.559,5.6,3.6,0,0.001,150,"WR",NA,"TUNNEL"
"1699",19821016,1982,82042,"USSR","ASTRAK RUSS","UGS",46.73,48.197,5.2,3,0,13.5,13.5,"PNE","VEGA","SHAFT"
"1700",19821016,1982,82043,"USSR","ASTRAK RUSS","UGS",46.748,48.215,5.2,3,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1701",19821016,1982,82044,"USSR","ASTRAK RUSS","UGS",46.754,48.27,5.2,3.1,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1702",19821016,1982,82045,"USSR","ASTRAK RUSS","UGS",46.743,48.213,5.4,3.1,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1703",19821112,1982,82047,"USA","NTS","UGS",37.024,-116.032,4.4,0,0.336,0,20,"WR","SEYVAL","SHAFT"
"1704",19821127,1982,82061,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,5,"WR","PROCRIS","SHAFT/GR"
"1705",19821205,1982,82051,"USSR","SEMI KAZAKH","UGS",49.928,78.869,6.1,4.4,0,0.001,150,"WR",NA,"SHAFT"
"1706",19821210,1982,82052,"USA","NTS","UGS",37.03,-116.072,4.6,0,0.413,20,150,"WR","MANTECA","SHAFT"
"1707",19821225,1982,82053,"USSR","SEMI KAZAKH","UGS",49.871,78.095,4.8,3.4,0,0.001,20,"WR",NA,"TUNNEL"
"1708",19821226,1982,82054,"USSR","SEMI KAZAKH","UGS",50.066,79.043,5.7,0,0,20,150,"FMS/WR",NA,"SHAFT"
"1709",19830211,1983,83002,"USA","NTS","UGS",37.051,-116.045,0,0,0.304,0,20,"WR","COALORA","SHAFT"
"1710",19830217,1983,83003,"USA","NTS","UGS",37.163,-116.063,4,0,0.343,0,20,"WR","CHEEDAM","SHAFT"
"1711",19830311,1983,83055,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0,0.001,"SAM",NA,"TUNNEL"
"1712",19830326,1983,83005,"USA","NTS","UGS",37.301,-116.46,5.1,0,0.542,20,150,"WR","CABRA","SHAFT"
"1713",19830330,1983,83006,"USSR","SEMI KAZAKH","HFS",49,79,5,0,0,0.001,20,"WR",NA,"TUNNEL"
"1714",19830412,1983,83007,"USSR","SEMI KAZAKH","HFS",49.815,78.222,4.9,0,0,0.001,20,"WE",NA,"TUNNEL"
"1715",19830414,1983,83008,"USA","NTS","UGS",37.073,-116.04,5.7,0,0.533,0,150,"WR","TURQUOISE","SHAFT"
"1716",19830419,1983,83009,"FRANCE","MURUROA","UGS",-21.847,-138.906,5.6,0,0,0,150,"WR","EURYTOS","SHAFT/LG"
"1717",19830422,1983,83010,"UK","NTS","UGS",37.112,-116.022,4,0,0.265,0,20,"WR","ARMADA","SHAFT"
"1718",19830425,1983,83057,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,5,"WR","AUTOMEDON","SHAFT/GR"
"1719",19830504,1983,83056,"CHINA","LOP NOR","NRD",41.5,89,0,0,0,NA,NA,"WR",NA,"UG"
"1720",19830505,1983,83011,"USA","NTS","UGS",37.012,-116.089,4.5,0,0.39,0,20,"WR","CROWDIE","SHAFT"
"1721",19830525,1983,83012,"FRANCE","MURUROA","UGS",-21.895,-138.918,5.9,4.1,0,0,150,"WR","CINYRAS","SHAFT/LG"
"1722",19830526,1983,83013,"USA","NTS","UGS",37.103,-116.006,4.4,0,0.384,0,20,"WR","FAHADA","SHAFT"
"1723",19830526,1983,83054,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WE","MINI JADE","TUNNEL"
"1724",19830530,1983,83014,"USSR","SEMI KAZAKH","UGS",49.74,78.206,5.4,0,0,0.001,20,"FMS/WR",NA,"TUNNEL"
"1725",19830609,1983,83015,"USA","NTS","UGS",37.158,-116.089,4.5,0,0.32,0,20,"WR","DANABLU","SHAFT"
"1726",19830612,1983,83016,"USSR","SEMI KAZAKH","UGS",49.906,78.981,6.1,4.6,0,0.001,150,"WR",NA,"SHAFT"
"1727",19830618,1983,83058,"FRANCE","MURUROA","SPA",-22,-139,0,0,0,0,5,"WR","BURISIS","SHAFT/GR"
"1728",19830624,1983,83017,"USSR","SEMI KAZAKH","UGS",49.81,78.107,4.7,0,0,0.001,20,"WR",NA,"TUNNEL"
"1729",19830628,1983,83018,"FRANCE","MURUROA","UGS",-21.745,-138.917,5.4,4.5,0,0,20,"WR","OXYLOS","SHAFT/LG"
"1730",19830710,1983,83019,"USSR","KAZAKH","UGS",51.308,53.273,5.3,0,0,15,15,"PNE","LIRA","SHAFT"
"1731",19830710,1983,83020,"USSR","KAZAKH","UGS",51.34,53.27,5.3,0,0,15,15,"PNE","LIRA","SHAFT"
"1732",19830710,1983,83021,"USSR","KAZAKH","UGS",51.344,53.291,5.2,0,0,15,15,"PNE","LIRA","SHAFT"
"1733",19830720,1983,83022,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,20,"WR","BATTOS","SHAFT/GR"
"1734",19830803,1983,83024,"USA","NTS","UGS",37.119,-116.084,4.2,0,0.326,0,20,"WR","LABAN","SHAFT"
"1735",19830804,1983,83025,"FRANCE","MURUROA","UGS",-21.835,-138.922,5.2,0,0,0,150,"WR","CARNABON","SHAFT/LG"
"1736",19830811,1983,83026,"USA","NTS","UGS",36.998,-116.003,4.4,0,0.32,0,20,"WR","SABADO","SHAFT"
"1737",19830818,1983,83027,"USSR","NZ RUSS","UGS",73.383,54.913,5.9,4.2,0,0.001,150,"WR/P/S",NA,"TUNNEL"
"1738",19830827,1983,83028,"USA","NTS","UGS",37.192,-115.992,4.1,0,0,0,20,"WR","JARLSBERG","SHAFT"
"1739",19830901,1983,83029,"USA","NTS","UGS",37.273,-116.355,5.4,0,0.625,143,143,"WR","CHANCELLOR","SHAFT"
"1740",19830911,1983,83030,"USSR","SEMI KAZAKH","UGS",49.878,78.183,4.8,0,0,0.001,20,"WE",NA,"TUNNEL"
"1741",19830921,1983,83031,"USA","NTS","UGS",37.21,-116.209,0,0,0.405,0,20,"WE","MIDNIGHT ZEPHYR","TUNNEL"
"1742",19830921,1983,83052,"USA","NTS","DOE",37,-116,0,0,0,0,20,"WR","BRANCO/HERKIM","SHAFT"
"1743",19830922,1983,83032,"USA","NTS","UGS",37.106,-116.049,0,0,0.533,0,150,"WR","TECHADO","SHAFT"
"1744",19830924,1983,83033,"USSR","ASTRAK RUSS","UGS",46.816,48.291,5.1,0,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1745",19830924,1983,83034,"USSR","ASTRAK RUSS","UGS",46.817,48.279,5,0,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1746",19830924,1983,83035,"USSR","ASTRAK RUSS","UGS",46.86,48.272,4.9,0,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1747",19830924,1983,83036,"USSR","ASTRAK RUSS","UGS",46.78,48.3,5.2,0,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1748",19830924,1983,83037,"USSR","ASTRAK RUSS","UGS",46.796,48.297,5.2,0,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1749",19830924,1983,83038,"USSR","ASTRAK RUSS","UGS",46.837,48.231,5.2,0,0,8.5,8.5,"PNE","VEGA","SHAFT"
"1750",19830925,1983,83039,"USSR","NZ RUSS","UGS",73.348,54.495,5.8,0,0,0.001,150,"WR/WE",NA,"TUNNEL"
"1751",19830929,1983,83053,"USA","NTS","DOE",37,-116,0,0,0,0,20,"SE","NAVATA","SHAFT"
"1752",19831006,1983,83040,"USSR","SEMI KAZAKH","UGS",49.932,78.843,6,0,0,0.001,150,"WR",NA,"SHAFT"
"1753",19831006,1983,83041,"CHINA","LOP NOR","UGS",41.566,88.766,5.5,0,0,20,100,"WR",NA,"UG"
"1754",19831026,1983,83042,"USSR","SEMI KAZAKH","UGS",49.921,78.907,6.1,4.6,0,20,150,"WR",NA,"SHAFT"
"1755",19831102,1983,83059,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1756",19831120,1983,83043,"USSR","SEMI KAZAKH","UGS",50.066,79.036,5.5,0,0,0.001,20,"WR",NA,"SHAFT"
"1757",19831129,1983,83044,"USSR","SEMI KAZAKH","UGS",49.764,78.169,5.4,0,0,0.001,20,"WR",NA,"TUNNEL"
"1758",19831129,1983,83060,"USSR","SEMI KAZAKH","MTM",50,78,0,0,0,0.001,20,"WR",NA,"TUNNEL"
"1759",19831203,1983,83045,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,5,"WR","LINOS","SHAFT/GR"
"1760",19831207,1983,83046,"FRANCE","MURUROA","WTN",-22,-139,0,0,0,0,20,"WR","GYGES","SHAFT/LG"
"1761",19831209,1983,83047,"USA","NTS","UGS",37.021,-115.975,0,0,0,0,20,"WR","MUGGINS","SHAFT"
"1762",19831216,1983,83048,"USA","NTS","UGS",37.14,-116.072,5.1,0,0.515,20,150,"WR","ROMANO","SHAFT"
